ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-06-05,311.1502022857827,412.1366748899772,595.8667501483271,311.1502022857827,311.1502022857827,193.98348466326334,193.98348466326334,193.98348466326334,-3.715939342047525,-3.715939342047525,-3.715939342047525,197.69942400531085,197.69942400531085,197.69942400531085,0.0,0.0,0.0,505.133686949046
2024-06-06,311.150748911397,444.01414523760076,629.257982701124,311.150748911397,311.150748911397,224.27416331862207,224.27416331862207,224.27416331862207,0.6449125818896715,0.6449125818896715,0.6449125818896715,223.62925073673236,223.62925073673236,223.62925073673236,0.0,0.0,0.0,535.4249122300191
2024-06-07,311.1512955370112,464.5027727109174,647.6838050230427,311.1512955370112,311.1512955370112,241.67947993507545,241.67947993507545,241.67947993507545,-5.987636346697969,-5.987636346697969,-5.987636346697969,247.66711628177342,247.66711628177342,247.66711628177342,0.0,0.0,0.0,552.8307754720867
2024-06-08,311.15184216262554,494.48932793493304,678.3645975225799,311.15184216262554,311.15184216262554,272.01864162365223,272.01864162365223,272.01864162365223,2.393761341009746,2.393761341009746,2.393761341009746,269.6248802826425,269.6248802826425,269.6248802826425,0.0,0.0,0.0,583.1704837862778
2024-06-09,311.1523887882398,509.4650736465124,687.9200105145121,311.1523887882398,311.1523887882398,286.58264122000713,286.58264122000713,286.58264122000713,-2.7740508194798754,-2.7740508194798754,-2.7740508194798754,289.35669203948703,289.35669203948703,289.35669203948703,0.0,0.0,0.0,597.7350300082469
2024-06-10,311.1529354138541,530.4695554107257,705.8707359575427,311.1529354138541,311.1529354138541,312.7327507922614,312.7327507922614,312.7327507922614,5.971834002913005,5.971834002913005,5.971834002913005,306.76091678934836,306.76091678934836,306.76091678934836,0.0,0.0,0.0,623.8856862061155
2024-06-11,311.1534820394684,548.9492159193774,727.9004753208361,311.1534820394684,311.1534820394684,325.2481125383368,325.2481125383368,325.2481125383368,3.4671185823970148,3.4671185823970148,3.4671185823970148,321.7809939559398,321.7809939559398,321.7809939559398,0.0,0.0,0.0,636.4015945778051
2024-06-12,311.15402866508265,554.9598451149757,725.8170140614404,311.15402866508265,311.15402866508265,330.6892852594464,330.6892852594464,330.6892852594464,-3.71593934204114,-3.71593934204114,-3.71593934204114,334.4052246014876,334.4052246014876,334.4052246014876,0.0,0.0,0.0,641.8433139245291
2024-06-13,311.1545752906969,567.0546508791941,750.9203783132061,311.1545752906969,311.1545752906969,345.3104258575322,345.3104258575322,345.3104258575322,0.6449125818944482,0.6449125818944482,0.6449125818944482,344.66551327563775,344.66551327563775,344.66551327563775,0.0,0.0,0.0,656.4650011482291
2024-06-14,311.15512191631115,564.2656589713611,746.6827547979248,311.15512191631115,311.15512191631115,346.64748006009955,346.64748006009955,346.64748006009955,-5.987636346693626,-5.987636346693626,-5.987636346693626,352.6351164067932,352.6351164067932,352.6351164067932,0.0,0.0,0.0,657.8026019764106
2024-06-15,311.1556685419255,583.4615488569023,755.8852622028146,311.1556685419255,311.1556685419255,360.81923593144154,360.81923593144154,360.81923593144154,2.3937613409991774,2.3937613409991774,2.3937613409991774,358.4254745904423,358.4254745904423,358.4254745904423,0.0,0.0,0.0,671.974904473367
2024-06-16,311.1562151695169,581.3891652996175,764.893348406202,311.1562151695169,311.1562151695169,359.40817808983394,359.40817808983394,359.40817808983394,-2.7740508194511575,-2.7740508194511575,-2.7740508194511575,362.1822289092851,362.1822289092851,362.1822289092851,0.0,0.0,0.0,670.5643932593508
2024-06-17,311.15676179710823,587.2880691197493,770.1507583319064,311.15676179710823,311.15676179710823,370.0523751778555,370.0523751778555,370.0523751778555,5.971834002908083,5.971834002908083,5.971834002908083,364.08054117494737,364.08054117494737,364.08054117494737,0.0,0.0,0.0,681.2091369749637
2024-06-18,311.1573084246996,592.832747147779,766.2122152124434,311.1573084246996,311.1573084246996,367.78697277235943,367.78697277235943,367.78697277235943,3.4671185824182817,3.4671185824182817,3.4671185824182817,364.3198541899411,364.3198541899411,364.3198541899411,0.0,0.0,0.0,678.944281197059
2024-06-19,311.15785505229104,576.7309464447818,764.9466962637166,311.15785505229104,311.15785505229104,359.4023010428846,359.4023010428846,359.4023010428846,-3.7159393420501674,-3.7159393420501674,-3.7159393420501674,363.1182403849348,363.1182403849348,363.1182403849348,0.0,0.0,0.0,670.5601560951757
2024-06-20,311.1584016798824,583.220376320284,760.8976335168097,311.1584016798824,311.1584016798824,361.3514077760524,361.3514077760524,361.3514077760524,0.6449125818811948,0.6449125818811948,0.6449125818811948,360.70649519417117,360.70649519417117,360.70649519417117,0.0,0.0,0.0,672.5098094559348
2024-06-21,311.1589483074738,570.9465617131474,757.9679714165319,311.1589483074738,311.1589483074738,351.33449877571053,351.33449877571053,351.33449877571053,-5.987636346694405,-5.987636346694405,-5.987636346694405,357.3221351224049,357.3221351224049,357.3221351224049,0.0,0.0,0.0,662.4934470831843
2024-06-22,311.15949493506514,575.6375247892075,754.0747579050528,311.15949493506514,311.15949493506514,355.5972209229901,355.5972209229901,355.5972209229901,2.393761341006206,2.393761341006206,2.393761341006206,353.2034595819839,353.2034595819839,353.2034595819839,0.0,0.0,0.0,666.7567158580553
2024-06-23,311.1600415626565,572.4280696563582,740.1230960731457,311.1600415626565,311.1600415626565,345.8097795078083,345.8097795078083,345.8097795078083,-2.774050819480727,-2.774050819480727,-2.774050819480727,348.583830327289,348.583830327289,348.583830327289,0.0,0.0,0.0,656.9698210704648
2024-06-24,311.16058819024795,569.6932201026361,751.5529134907098,311.16058819024795,311.16058819024795,349.6581468903591,349.6581468903591,349.6581468903591,5.971834002903162,5.971834002903162,5.971834002903162,343.68631288745587,343.68631288745587,343.68631288745587,0.0,0.0,0.0,660.818735080607
2024-06-25,311.1611348178393,562.8983288445164,748.5376121746243,311.1611348178393,311.1611348178393,342.185929708011,342.185929708011,342.185929708011,3.467118582390982,3.467118582390982,3.467118582390982,338.71881112562,338.71881112562,338.71881112562,0.0,0.0,0.0,653.3470645258503
2024-06-26,311.16168144543064,544.2377216772177,734.421026814602,311.16168144543064,311.16168144543064,330.15387001900706,330.15387001900706,330.15387001900706,-3.7159393420318296,-3.7159393420318296,-3.7159393420318296,333.8698093610389,333.8698093610389,333.8698093610389,0.0,0.0,0.0,641.3155514644377
2024-06-27,311.16222807302205,553.062008095626,738.3941128108594,311.16222807302205,311.16222807302205,329.9497294880737,329.9497294880737,329.9497294880737,0.6449125819040009,0.6449125819040009,0.6449125819040009,329.3048169061697,329.3048169061697,329.3048169061697,0.0,0.0,0.0,641.1119575610958
2024-06-28,311.1627747006134,535.3498545191645,721.9077872588629,311.1627747006134,311.1627747006134,319.1759516448814,319.1759516448814,319.1759516448814,-5.987636346695184,-5.987636346695184,-5.987636346695184,325.1635879915766,325.1635879915766,325.1635879915766,0.0,0.0,0.0,630.3387263454948
2024-06-29,311.1633213282048,540.7067266431495,720.6905213405951,311.1633213282048,311.1633213282048,323.9519278820898,323.9519278820898,323.9519278820898,2.393761340994355,2.393761340994355,2.393761340994355,321.5581665410955,321.5581665410955,321.5581665410955,0.0,0.0,0.0,635.1152492102947
2024-06-30,311.1638679557962,529.9582609039188,712.1098228410394,311.1638679557962,311.1638679557962,315.79772999411443,315.79772999411443,315.79772999411443,-2.7740508194729867,-2.7740508194729867,-2.7740508194729867,318.57178081358745,318.57178081358745,318.57178081358745,0.0,0.0,0.0,626.9615979499106
2024-07-01,311.16441458338755,547.2833793844819,727.1267246142504,311.16441458338755,311.16441458338755,322.2304222708255,322.2304222708255,322.2304222708255,5.97183400292724,5.97183400292724,5.97183400292724,316.2585882678983,316.2585882678983,316.2585882678983,0.0,0.0,0.0,633.394836854213
2024-07-02,311.1649612109789,537.065941839528,717.9498687919246,311.1649612109789,311.1649612109789,318.1113654272119,318.1113654272119,318.1113654272119,3.4671185823949644,3.4671185823949644,3.4671185823949644,314.64424684481696,314.64424684481696,314.64424684481696,0.0,0.0,0.0,629.2763266381908
2024-07-03,311.1655078385703,529.0216314774885,708.2134979246941,311.1655078385703,311.1655078385703,310.0113265498218,310.0113265498218,310.0113265498218,-3.7159393420134927,-3.7159393420134927,-3.7159393420134927,313.72726589183526,313.72726589183526,313.72726589183526,0.0,0.0,0.0,621.1768343883921
2024-07-04,311.1660544661617,536.5721800338702,717.1503739807323,311.1660544661617,311.1660544661617,314.1259814081201,314.1259814081201,314.1259814081201,0.644912581887046,0.644912581887046,0.644912581887046,313.48106882623307,313.48106882623307,313.48106882623307,0.0,0.0,0.0,625.2920358742817
2024-07-05,311.16660109375306,529.2635477880661,707.7422648865381,311.16660109375306,311.16660109375306,307.869044584761,307.869044584761,307.869044584761,-5.987636346695964,-5.987636346695964,-5.987636346695964,313.85668093145705,313.85668093145705,313.85668093145705,0.0,0.0,0.0,619.0356456785141
2024-07-06,311.16714772134446,541.8150851903057,723.0489950238384,311.16714772134446,311.16714772134446,317.1797012557049,317.1797012557049,317.1797012557049,2.3937613410013836,2.3937613410013836,2.3937613410013836,314.78593991470353,314.78593991470353,314.78593991470353,0.0,0.0,0.0,628.3468489770494
2024-07-07,311.1676943489358,532.4663650565814,713.7184486008888,311.1676943489358,311.1676943489358,313.4110636188525,313.4110636188525,313.4110636188525,-2.774050819486223,-2.774050819486223,-2.774050819486223,316.1851144383387,316.1851144383387,316.1851144383387,0.0,0.0,0.0,624.5787579677883
2024-07-08,311.1682409765272,544.8474859055833,723.5751870075532,311.1682409765272,311.1682409765272,323.9306410865828,323.9306410865828,323.9306410865828,5.971834002893316,5.971834002893316,5.971834002893316,317.95880708368946,317.95880708368946,317.95880708368946,0.0,0.0,0.0,635.0988820631101
2024-07-09,311.1687876041186,551.4131536824366,730.2917434641025,311.1687876041186,311.1687876041186,323.47113189400704,323.47113189400704,323.47113189400704,3.467118582447514,3.467118582447514,3.467118582447514,320.0040133115595,320.0040133115595,320.0040133115595,0.0,0.0,0.0,634.6399194981257
2024-07-10,311.16933423170997,540.1779794945554,721.4225757098958,311.16933423170997,311.16933423170997,318.4982676900109,318.4982676900109,318.4982676900109,-3.7159393420498867,-3.7159393420498867,-3.7159393420498867,322.2142070320608,322.2142070320608,322.2142070320608,0.0,0.0,0.0,629.6676019217209
2024-07-11,311.1698808593014,544.9965726076622,728.9378708366025,311.1698808593014,311.1698808593014,325.12823892934387,325.12823892934387,325.12823892934387,0.6449125818918223,0.6449125818918223,0.6449125818918223,324.4833263474521,324.4833263474521,324.4833263474521,0.0,0.0,0.0,636.2981197886452
2024-07-12,311.1704274868927,538.5929026719209,716.1758019252237,311.1704274868927,311.1704274868927,320.72190338922286,320.72190338922286,320.72190338922286,-5.9876363466916205,-5.9876363466916205,-5.9876363466916205,326.7095397359145,326.7095397359145,326.7095397359145,0.0,0.0,0.0,631.8923308761156
2024-07-13,311.1709741144841,550.4217879569953,740.4694269105329,311.1709741144841,311.1709741144841,331.1924444741406,331.1924444741406,331.1924444741406,2.3937613409996135,2.3937613409996135,2.3937613409996135,328.79868313314097,328.79868313314097,328.79868313314097,0.0,0.0,0.0,642.3634185886247
2024-07-14,311.17152074207553,546.3161860477089,732.304876446444,311.17152074207553,311.17152074207553,327.8932208622151,327.8932208622151,327.8932208622151,-2.7740508194994593,-2.7740508194994593,-2.7740508194994593,330.6672716817146,330.6672716817146,330.6672716817146,0.0,0.0,0.0,639.0647416042907
2024-07-15,311.1720673696669,555.3586934187105,738.0558546267705,311.1720673696669,311.1720673696669,338.2168398977773,338.2168398977773,338.2168398977773,5.971834002908144,5.971834002908144,5.971834002908144,332.24500589486917,332.24500589486917,332.24500589486917,0.0,0.0,0.0,649.3889072674442
2024-07-16,311.1726139972582,553.2427227861057,744.374865341434,311.1726139972582,311.1726139972582,336.9438286799473,336.9438286799473,336.9438286799473,3.4671185824514956,3.4671185824514956,3.4671185824514956,333.47671009749575,333.47671009749575,333.47671009749575,0.0,0.0,0.0,648.1164426772054
2024-07-17,311.17316062484963,551.7794793197793,730.0804890703433,311.17316062484963,311.17316062484963,330.6077213247261,330.6077213247261,330.6077213247261,-3.7159393420315494,-3.7159393420315494,-3.7159393420315494,334.3236606667577,334.3236606667577,334.3236606667577,0.0,0.0,0.0,641.7808819495758
2024-07-18,311.17370725244103,562.3344994109307,733.235910547559,311.17370725244103,311.17370725244103,335.4091947580381,335.4091947580381,335.4091947580381,0.6449125818785689,0.6449125818785689,0.6449125818785689,334.7642821761595,334.7642821761595,334.7642821761595,0.0,0.0,0.0,646.5829020104791
2024-07-19,311.1742538800324,544.2495926142018,729.7421594451677,311.1742538800324,311.1742538800324,328.8065740483384,328.8065740483384,328.8065740483384,-5.987636346697523,-5.987636346697523,-5.987636346697523,334.7942103950359,334.7942103950359,334.7942103950359,0.0,0.0,0.0,639.9808279283708
2024-07-20,311.17480050757206,551.8271137898424,736.0459067719204,311.17480050757206,311.17480050757206,336.81950290277007,336.81950290277007,336.81950290277007,2.3937613409965603,2.3937613409965603,2.3937613409965603,334.42574156177346,334.42574156177346,334.42574156177346,0.0,0.0,0.0,647.9943034103421
2024-07-21,311.1753471351117,550.005173931421,728.0170370875361,311.1753471351117,311.1753471351117,330.9126559838104,330.9126559838104,330.9126559838104,-2.7740508194707405,-2.7740508194707405,-2.7740508194707405,333.68670680328114,333.68670680328114,333.68670680328114,0.0,0.0,0.0,642.0880031189221
2024-07-22,311.17589376265136,558.4058144762796,743.2036555608069,311.17589376265136,311.17589376265136,338.59066242142205,338.59066242142205,338.59066242142205,5.971834002903222,5.971834002903222,5.971834002903222,332.61882841851883,332.61882841851883,332.61882841851883,0.0,0.0,0.0,649.7665561840734
2024-07-23,311.17644039019103,558.0791994982935,733.0090365846651,311.17644039019103,311.17644039019103,334.74274902942415,334.74274902942415,334.74274902942415,3.467118582424197,3.467118582424197,3.467118582424197,331.2756304469999,331.2756304469999,331.2756304469999,0.0,0.0,0.0,645.9191894196151
2024-07-24,311.1769870177307,540.9328085817741,729.8917357529492,311.1769870177307,311.1769870177307,326.0040496903917,326.0040496903917,326.0040496903917,-3.715939342040578,-3.715939342040578,-3.715939342040578,329.7199890324323,329.7199890324323,329.7199890324323,0.0,0.0,0.0,637.1810367081224
2024-07-25,311.1775336452704,548.96047268709,725.6155142301153,311.1775336452704,311.1775336452704,328.6663307765462,328.6663307765462,328.6663307765462,0.6449125818653149,0.6449125818653149,0.6449125818653149,328.0214181946809,328.0214181946809,328.0214181946809,0.0,0.0,0.0,639.8438644218165
2024-07-26,311.17808027281,541.9360899476069,726.0440752569419,311.17808027281,311.17808027281,320.26555710131595,320.26555710131595,320.26555710131595,-5.987636346695308,-5.987636346695308,-5.987636346695308,326.2531934480113,326.2531934480113,326.2531934480113,0.0,0.0,0.0,631.443637374126
2024-07-27,311.1786269003497,541.4224092954499,727.0620756528584,311.1786269003497,311.1786269003497,326.8831804201586,326.8831804201586,326.8831804201586,2.3937613409947907,2.3937613409947907,2.3937613409947907,324.48941907916384,324.48941907916384,324.48941907916384,0.0,0.0,0.0,638.0618073205083
2024-07-28,311.17917352788936,534.6322932601041,719.5289570717648,311.17917352788936,311.17917352788936,320.02809393078286,320.02809393078286,320.02809393078286,-2.774050819483977,-2.774050819483977,-2.774050819483977,322.80214475026685,322.80214475026685,322.80214475026685,0.0,0.0,0.0,631.2072674586723
2024-07-29,311.17972015542904,545.3991030003656,723.1355543507383,311.17972015542904,311.17972015542904,327.2304674681623,327.2304674681623,327.2304674681623,5.971834002927301,5.971834002927301,5.971834002927301,321.258633465235,321.258633465235,321.258633465235,0.0,0.0,0.0,638.4101876235914
2024-07-30,311.1802667829687,540.8022204379819,721.6434423011927,311.1802667829687,311.1802667829687,323.38599456486816,323.38599456486816,323.38599456486816,3.4671185824281796,3.4671185824281796,3.4671185824281796,319.91887598244,319.91887598244,319.91887598244,0.0,0.0,0.0,634.5662613478369
2024-07-31,311.1808134105084,535.3208140830394,721.7648516719663,311.1808134105084,311.1808134105084,315.11749738544796,315.11749738544796,315.11749738544796,-3.7159393420341913,-3.7159393420341913,-3.7159393420341913,318.83343672748214,318.83343672748214,318.83343672748214,0.0,0.0,0.0,626.2983107959564
2024-08-01,311.181360038048,541.463581984346,722.766900509044,311.181360038048,311.181360038048,318.6866160894999,318.6866160894999,318.6866160894999,0.6449125818881213,0.6449125818881213,0.6449125818881213,318.0417035076118,318.0417035076118,318.0417035076118,0.0,0.0,0.0,629.867976127548
2024-08-02,311.1819066655877,534.6892231521706,712.2712074289811,311.1819066655877,311.1819066655877,311.58296194154644,311.58296194154644,311.58296194154644,-5.987636346701212,-5.987636346701212,-5.987636346701212,317.57059828824765,317.57059828824765,317.57059828824765,0.0,0.0,0.0,622.7648686071341
2024-08-03,311.18245329312737,544.2498042699252,726.1671654205926,311.18245329312737,311.18245329312737,319.8275508079393,319.8275508079393,319.8275508079393,2.393761341001819,2.393761341001819,2.393761341001819,317.4337894669375,317.4337894669375,317.4337894669375,0.0,0.0,0.0,631.0100041010667
2024-08-04,311.18299992066704,534.058495553233,713.2704118369929,311.18299992066704,311.18299992066704,314.85737720954904,314.85737720954904,314.85737720954904,-2.774050819476236,-2.774050819476236,-2.774050819476236,317.63142802902524,317.63142802902524,317.63142802902524,0.0,0.0,0.0,626.040377130216
2024-08-05,311.1835465482067,542.8066042185131,723.1587997005785,311.1835465482067,311.1835465482067,324.12224529111944,324.12224529111944,324.12224529111944,5.971834002951382,5.971834002951382,5.971834002951382,318.150411288168,318.150411288168,318.150411288168,0.0,0.0,0.0,635.3057918393262
2024-08-06,311.18409317574634,546.6492484710523,724.7761656903343,311.18409317574634,311.18409317574634,322.43227779882545,322.43227779882545,322.43227779882545,3.4671185824008806,3.4671185824008806,3.4671185824008806,318.9651592164246,318.9651592164246,318.9651592164246,0.0,0.0,0.0,633.6163709745717
2024-08-07,311.184639803286,532.2950707710609,718.1992508984579,311.184639803286,311.184639803286,316.32293092213666,316.32293092213666,316.32293092213666,-3.7159393420432205,-3.7159393420432205,-3.7159393420432205,320.0388702641799,320.0388702641799,320.0388702641799,0.0,0.0,0.0,627.5075707254227
2024-08-08,311.1851864308257,537.9679137466987,724.5165685532105,311.1851864308257,311.1851864308257,321.97011923410486,321.97011923410486,321.97011923410486,0.6449125818748679,0.6449125818748679,0.6449125818748679,321.32520665223,321.32520665223,321.32520665223,0.0,0.0,0.0,633.1553056649306
2024-08-09,311.1857330583653,533.2419403278208,723.649173689671,311.1857330583653,311.1857330583653,316.7827075908574,316.7827075908574,316.7827075908574,-5.987636346696869,-5.987636346696869,-5.987636346696869,322.77034393755423,322.77034393755423,322.77034393755423,0.0,0.0,0.0,627.9684406492227
2024-08-10,311.18627968590505,543.2182286925288,723.0166091653472,311.18627968590505,311.18627968590505,326.7090680480235,326.7090680480235,326.7090680480235,2.393761341000049,2.393761341000049,2.393761341000049,324.31530670702347,324.31530670702347,324.31530670702347,0.0,0.0,0.0,637.8953477339285
2024-08-11,311.1868263134447,544.5689063025368,727.0303181034595,311.1868263134447,311.1868263134447,323.1244511462116,323.1244511462116,323.1244511462116,-2.774050819484829,-2.774050819484829,-2.774050819484829,325.8985019656964,325.8985019656964,325.8985019656964,0.0,0.0,0.0,634.3112774596564
2024-08-12,311.18737294098435,555.9139596845508,732.880669008827,311.18737294098435,311.18737294098435,333.4301884972539,333.4301884972539,333.4301884972539,5.971834002879204,5.971834002879204,5.971834002879204,327.45835449437465,327.45835449437465,327.45835449437465,0.0,0.0,0.0,644.6175614382382
2024-08-13,311.187919568524,552.6156421825393,741.0339164283597,311.187919568524,311.187919568524,332.4030629839178,332.4030629839178,332.4030629839178,3.4671185824361452,3.4671185824361452,3.4671185824361452,328.9359444014816,328.9359444014816,328.9359444014816,0.0,0.0,0.0,643.5909825524418
2024-08-14,311.18846619606364,549.7095228344164,724.4065089340614,311.18846619606364,311.18846619606364,326.5616070837865,326.5616070837865,326.5616070837865,-3.7159393420248827,-3.7159393420248827,-3.7159393420248827,330.27754642581135,330.27754642581135,330.27754642581135,0.0,0.0,0.0,637.7500732798501
2024-08-15,311.1890128236033,553.4397890957465,730.5746771126461,311.1890128236033,311.1890128236033,332.0818858741264,332.0818858741264,332.0818858741264,0.6449125818796442,0.6449125818796442,0.6449125818796442,331.43697329224676,331.43697329224676,331.43697329224676,0.0,0.0,0.0,643.2708986977298
2024-08-16,311.18955945114305,544.2828257991689,729.5769083264227,311.18955945114305,311.18955945114305,326.38999515933943,326.38999515933943,326.38999515933943,-5.987636346699777,-5.987636346699777,-5.987636346699777,332.3776315060392,332.3776315060392,332.3776315060392,0.0,0.0,0.0,637.5795546104825
2024-08-17,311.1901060786827,559.1878064083837,736.5808836101486,311.1901060786827,311.1901060786827,335.4679685495554,335.4679685495554,335.4679685495554,2.393761341007078,2.393761341007078,2.393761341007078,333.0742072085483,333.0742072085483,333.0742072085483,0.0,0.0,0.0,646.6580746282381
2024-08-18,311.19065270622235,551.3875005232903,734.9417464928782,311.19065270622235,311.19065270622235,330.7398610052496,330.7398610052496,330.7398610052496,-2.774050819477087,-2.774050819477087,-2.774050819477087,333.5139118247267,333.5139118247267,333.5139118247267,0.0,0.0,0.0,641.930513711472
2024-08-19,311.19119933376203,559.966733658336,745.0138560749937,311.19119933376203,311.19119933376203,339.6690658356628,339.6690658356628,339.6690658356628,5.971834002874282,5.971834002874282,5.971834002874282,333.6972318327885,333.6972318327885,333.6972318327885,0.0,0.0,0.0,650.8602651694248
2024-08-20,311.19174596130165,552.9772517438392,737.5312309545152,311.19174596130165,311.19174596130165,337.1052622026633,337.1052622026633,337.1052622026633,3.4671185824088457,3.4671185824088457,3.4671185824088457,333.6381436202544,333.6381436202544,333.6381436202544,0.0,0.0,0.0,648.297008163965
2024-08-21,311.1922925888413,546.0935567623384,729.355886900552,311.1922925888413,311.1922925888413,329.64783319066476,329.64783319066476,329.64783319066476,-3.715939342033911,-3.715939342033911,-3.715939342033911,333.36377253269865,333.36377253269865,333.36377253269865,0.0,0.0,0.0,640.840125779506
2024-08-22,311.19283922392844,559.7828329063304,730.8891764641744,311.19283922392844,311.19283922392844,333.5584068779434,333.5584068779434,333.5584068779434,0.6449125818807199,0.6449125818807199,0.6449125818807199,332.9134942960627,332.9134942960627,332.9134942960627,0.0,0.0,0.0,644.7512461018719
2024-08-23,311.1933858590156,548.0397583147893,730.6964911528427,311.1933858590156,311.1933858590156,326.34986004250163,326.34986004250163,326.34986004250163,-5.987636346700557,-5.987636346700557,-5.987636346700557,332.3374963892022,332.3374963892022,332.3374963892022,0.0,0.0,0.0,637.5432459015173
2024-08-24,311.1939324941028,560.4410073452839,735.5893338603676,311.1939324941028,311.1939324941028,334.08859737808075,334.08859737808075,334.08859737808075,2.3937613409965093,2.3937613409965093,2.3937613409965093,331.69483603708426,331.69483603708426,331.69483603708426,0.0,0.0,0.0,645.2825298721835
2024-08-25,311.1944791291899,547.9134192679737,726.7926798617069,311.1944791291899,311.1944791291899,328.2769988480179,328.2769988480179,328.2769988480179,-2.774050819490324,-2.774050819490324,-2.774050819490324,331.05104966750827,331.05104966750827,331.05104966750827,0.0,0.0,0.0,639.4714779772078
2024-08-26,311.19502576427703,560.1399988601131,744.9414758780624,311.19502576427703,311.19502576427703,336.44721933169785,336.44721933169785,336.44721933169785,5.971834002898362,5.971834002898362,5.971834002898362,330.4753853287995,330.4753853287995,330.4753853287995,0.0,0.0,0.0,647.6422450959749
2024-08-27,311.1955723993642,553.8452988427011,731.7837355220585,311.1955723993642,311.1955723993642,333.504862735577,333.504862735577,333.504862735577,3.4671185824301123,3.4671185824301123,3.4671185824301123,330.0377441531469,330.0377441531469,330.0377441531469,0.0,0.0,0.0,644.7004351349412
2024-08-28,311.1961190344513,544.5382324763452,723.9390289797964,311.1961190344513,311.1961190344513,326.0894896328184,326.0894896328184,326.0894896328184,-3.7159393420155733,-3.7159393420155733,-3.7159393420155733,329.80542897483394,329.80542897483394,329.80542897483394,0.0,0.0,0.0,637.2856086672698
2024-08-29,311.1966656695385,548.44660178326,729.2972442547531,311.1966656695385,311.1966656695385,330.4847198428083,330.4847198428083,330.4847198428083,0.6449125818854962,0.6449125818854962,0.6449125818854962,329.83980726092284,329.83980726092284,329.83980726092284,0.0,0.0,0.0,641.6813855123469
2024-08-30,311.1972123046257,550.672189142584,721.5719238323908,311.1972123046257,311.1972123046257,324.20536490888855,324.20536490888855,324.20536490888855,-5.987636346701336,-5.987636346701336,-5.987636346701336,330.19300125558993,330.19300125558993,330.19300125558993,0.0,0.0,0.0,635.4025772135142
2024-08-31,311.1977589397128,552.5004012866862,735.0209326733019,311.1977589397128,311.1977589397128,333.29848179241304,333.29848179241304,333.29848179241304,2.3937613410035383,2.3937613410035383,2.3937613410035383,330.9047204514095,330.9047204514095,330.9047204514095,0.0,0.0,0.0,644.4962407321259
2024-09-01,311.1983055747999,548.678867135671,735.0784996421266,311.1983055747999,311.1983055747999,329.2252992427909,329.2252992427909,329.2252992427909,-2.774050819482583,-2.774050819482583,-2.774050819482583,331.9993500622735,331.9993500622735,331.9993500622735,0.0,0.0,0.0,640.4236048175908
2024-09-02,311.1988522098871,546.6276987638622,741.4671051228175,311.1988522098871,311.1988522098871,339.45523807834047,339.45523807834047,339.45523807834047,5.971834002922441,5.971834002922441,5.971834002922441,333.48340407541804,333.48340407541804,333.48340407541804,0.0,0.0,0.0,650.6540902882275
2024-09-03,311.19939884497427,560.2003893312102,740.9356329173685,311.19939884497427,311.19939884497427,338.8105613923103,338.8105613923103,338.8105613923103,3.4671185824340958,3.4671185824340958,3.4671185824340958,335.34344280987625,335.34344280987625,335.34344280987625,0.0,0.0,0.0,650.0099602372845
2024-09-04,311.1999454800614,559.7184365950396,735.126140133579,311.1999454800614,311.1999454800614,333.82860358092427,333.82860358092427,333.82860358092427,-3.7159393420519677,-3.7159393420519677,-3.7159393420519677,337.5445429229762,337.5445429229762,337.5445429229762,0.0,0.0,0.0,645.0285490609856
2024-09-05,311.2004921151485,565.2289598344489,739.7561790927538,311.2004921151485,311.2004921151485,340.67430538765103,340.67430538765103,340.67430538765103,0.6449125818902718,0.6449125818902718,0.6449125818902718,340.0293928057608,340.0293928057608,340.0293928057608,0.0,0.0,0.0,651.8747975027995
2024-09-06,311.2010387502357,558.8456702048755,746.9722469388004,311.2010387502357,311.2010387502357,336.730432363941,336.730432363941,336.730432363941,-5.987636346696993,-5.987636346696993,-5.987636346696993,342.7180687106381,342.7180687106381,342.7180687106381,0.0,0.0,0.0,647.9314711141767
2024-09-07,311.2015853853228,564.0414877341395,747.5736348399033,311.2015853853228,311.2015853853228,347.90228860394217,347.90228860394217,347.90228860394217,2.3937613410004848,2.3937613410004848,2.3937613410004848,345.5085272629417,345.5085272629417,345.5085272629417,0.0,0.0,0.0,659.1038739892649
2024-09-08,311.20213202041,569.5685525444426,752.7701562000643,311.20213202041,311.20213202041,345.5037779731427,345.5037779731427,345.5037779731427,-2.7740508194911753,-2.7740508194911753,-2.7740508194911753,348.27782879263384,348.27782879263384,348.27782879263384,0.0,0.0,0.0,656.7059099935527
2024-09-09,311.20267865549715,576.0431019815103,758.4552779882857,311.20267865549715,311.20267865549715,356.85591781263366,356.85591781263366,356.85591781263366,5.97183400291752,5.97183400291752,5.97183400291752,350.8840838097161,350.8840838097161,350.8840838097161,0.0,0.0,0.0,668.0585964681309
2024-09-10,311.2032252905842,577.9611693072048,761.74278476272,311.2032252905842,311.2032252905842,356.6362111761827,356.6362111761827,356.6362111761827,3.467118582438077,3.467118582438077,3.467118582438077,353.1690925937446,353.1690925937446,353.1690925937446,0.0,0.0,0.0,667.839436466767
